true_values,predicted_values,difference
5.91,6.415420502973546,0.5054205029735455
5.44,5.618924657558962,0.17892465755896136
7.24,7.2365098815510835,0.003490118448916668
6.94,6.38737425527405,0.5526257447259502
6.22,6.521411773443614,0.3014117734436139
7.48,7.097992160288881,0.38200783971111907
6.94,6.653770945061164,0.2862290549388362
7.48,7.351876047365795,0.12812395263420573
5.21,6.033238921841839,0.8232389218418392
7.25,7.769635517955786,0.5196355179557859
6.8,6.549805884755427,0.2501941152445726
6.61,6.668341589335955,0.05834158933595468
5.44,5.380745079392993,0.059254920607007655
4.49,5.549216322276382,1.0592163222763817
4.92,6.666964968987899,1.746964968987899
7.51,6.961137487701027,0.5488625122989728
4.67,5.918688454150067,1.2486884541500674
5.84,5.66337738281491,0.17662261718508976
7.11,6.14704431241042,0.96295568758958
5.25,6.042762301736942,0.7927623017369418
7.77,8.010394463541052,0.24039446354105287
8.13,8.046764272787481,0.0832357272125197
6.04,6.031487435724004,0.008512564275996226
7.01,6.752055287176082,0.2579447128239174
7.15,6.570689476468282,0.579310523531718
3.91,6.18338980484298,2.2733898048429797
6.49,5.869059777395289,0.6209402226047116
6.81,6.796792715701434,0.013207284298565547
7.22,7.866176075957743,0.6461760759577428
7.61,7.240238053519628,0.36976194648037275
5.61,6.139172995043788,0.5291729950437878
6.24,5.549062131799548,0.6909378682004519
6.32,6.669657945177743,0.34965794517774285
6.33,6.713185048115341,0.38318504811534115
5.85,5.816120715280939,0.03387928471906054
4.39,5.892066588405499,1.5020665884054996
7.52,7.186536532346537,0.3334634676534627
7.32,6.982546062993684,0.3374539370063161
6.91,6.764338297757165,0.14566170224283503
6.71,6.621004630840128,0.08899536915987216
5.82,6.317994289284927,0.49799428928492695
6.06,5.919858625164937,0.1401413748350624
6.77,6.831273312476871,0.061273312476871844
7.9,7.149228766580697,0.7507712334193037
6.76,7.141966104692504,0.3819661046925038
6.14,6.208410069467307,0.06841006946730754
5.29,5.622320995461948,0.3323209954619477
7.2,7.481912838463144,0.2819128384631435
5.92,6.081120051916911,0.16112005191691114
6.43,6.1379885776296375,0.29201142237036226
4.88,5.561129587472083,0.6811295874720829
5.8,6.835055816996581,1.0350558169965813
6.89,6.564117861305482,0.3258821386945181
6.95,6.958220479438343,0.00822047943834292
4.0,4.98550850511504,0.9855085051150398
7.04,7.3711283679364135,0.3311283679364134
3.11,5.357466218069504,2.2474662180695044
7.97,7.995114256790081,0.025114256790081058
6.58,6.795897356758598,0.21589735675859778
5.8,6.271725422276057,0.47172542227605696
7.09,7.839699546304153,0.7496995463041536
5.68,6.361780877455723,0.681780877455723
6.35,6.5479954331777055,0.19799543317770585
7.43,7.165357166706528,0.2646428332934718
6.2,6.053074703265789,0.14692529673421095
6.31,5.846340450719675,0.46365954928032505
6.46,6.4526475591292165,0.007352440870783461
6.17,5.988851914700341,0.1811480852996592
6.58,6.450351731857027,0.12964826814297314
5.86,5.8495472180655375,0.010452781934462863
6.54,6.628106478366993,0.08810647836699292
6.93,6.693394424903727,0.23660557509627278
5.48,5.419685224896986,0.06031477510301464
8.23,7.774527208122393,0.45547279187760736
6.65,6.12044771771272,0.5295522822872805
6.13,6.490928311769737,0.3609283117697375
7.08,6.66985710873206,0.4101428912679399
